ID,Station Name,Distance,Line,Opened,Layout,Latitude,Longitude,WikiLink
35,Azadpur,7.55,Yellow,2004,Elevated,28.7074,77.1771,https://en.wikipedia.org/wiki/Azadpur_metro_station
38,Vishwavidyalaya,11.63,Yellow,2004,Underground,28.6845,77.2098,https://en.wikipedia.org/wiki/Vishwavidyalaya_metro_station_(Delhi)
39,Vidhan Sabha,12.84,Yellow,2004,Underground,28.6768,77.215,https://en.wikipedia.org/wiki/Vidhan_Sabha_metro_station
40,Civil Lines,13.59,Yellow,2004,Underground,28.6744,77.2214,https://en.wikipedia.org/wiki/Civil_Lines_metro_station_(Delhi)
41,Kashmere Gate,14.73,Yellow,2004,Underground,28.6675,77.228,https://en.wikipedia.org/wiki/Kashmere_Gate_metro_station
68,Dwarka Sector 8,1.58,Blue,2005,Elevated,28.5632,77.0656,https://en.wikipedia.org/wiki/Dwarka_Sector_8_metro_station
75,Dwarka,8.57,Blue,2005,Elevated,28.597,77.0844,https://en.wikipedia.org/wiki/Dwarka_metro_station
76,Dwarka Mor,9.86,Blue,2005,Elevated,28.6025,77.0498,https://en.wikipedia.org/wiki/Dwarka_Mor_metro_station
77,Nawada,10.87,Blue,2005,Elevated,28.6098,77.048,https://en.wikipedia.org/wiki/Nawada_metro_station
78,Uttam Nagar West,11.94,Blue,2005,Elevated,28.6157,77.0455,https://en.wikipedia.org/wiki/Uttam_Nagar_West_metro_station
79,Uttam Nagar East,12.97,Blue,2005,Elevated,28.622,77.0437,https://en.wikipedia.org/wiki/Uttam_Nagar_East_metro_station
80,Janakpuri West,14.12,Blue,2005,Elevated,28.6283,77.0483,https://en.wikipedia.org/wiki/Janakpuri_West_metro_station
81,Janakpuri East,15.23,Blue,2005,Elevated,28.6318,77.0572,https://en.wikipedia.org/wiki/Janakpuri_East_metro_station
82,Tilak Nagar,16.54,Blue,2005,Elevated,28.6378,77.0654,https://en.wikipedia.org/wiki/Tilak_Nagar_metro_station
83,Subhash Nagar,17.76,Blue,2005,Elevated,28.6402,77.0691,https://en.wikipedia.org/wiki/Subhash_Nagar_metro_station_(Delhi)
84,Tagore Garden,18.54,Blue,2005,Elevated,28.6415,77.0714,https://en.wikipedia.org/wiki/Tagore_Garden_metro_station
85,Rajouri Garden,19.97,Blue,2005,Elevated,28.6424,77.0795,https://en.wikipedia.org/wiki/Rajouri_Garden_metro_station
86,Ramesh Nagar,20.72,Blue,2005,Elevated,28.6437,77.0843,https://en.wikipedia.org/wiki/Ramesh_Nagar_metro_station
87,Moti Nagar,21.71,Blue,2005,Elevated,28.6457,77.0899,https://en.wikipedia.org/wiki/Moti_Nagar_metro_station
88,Kirti Nagar,22.44,Blue,2005,Elevated,28.6551,77.1515,https://en.wikipedia.org/wiki/Kirti_Nagar_metro_station
89,Shadipur,23.77,Blue,2005,Elevated,28.653,77.1519,https://en.wikipedia.org/wiki/Shadipur_metro_station
90,Patel Nagar,24.86,Blue,2005,Underground,28.651,77.156,https://en.wikipedia.org/wiki/Patel_Nagar_metro_station
91,Rajendra Place,25.98,Blue,2005,Underground,28.642,77.1774,https://en.wikipedia.org/wiki/Rajendra_Place_metro_station
92,Karol Bagh,26.92,Blue,2005,Underground,28.6434,77.1913,https://en.wikipedia.org/wiki/Karol_Bagh_metro_station
93,Jhandewalan,27.55,Blue,2005,Underground,28.6437,77.2026,https://en.wikipedia.org/wiki/Jhandewalan_metro_station
94,Ramakrishna Ashram Marg,28.66,Blue,2005,Underground,28.6377,77.2086,https://en.wikipedia.org/wiki/Ramakrishna_Ashram_Marg_metro_station
95,Rajiv Chowk,29.53,Blue,2005,Underground,28.633,77.2195,https://en.wikipedia.org/wiki/Rajiv_Chowk_metro_station
96,Barakhamba Road,30.57,Blue,2005,Underground,28.632,77.2296,https://en.wikipedia.org/wiki/Barakhamba_Road_metro_station
42,Chandni Chowk,16.06,Yellow,2005,Underground,28.6564,77.2302,https://en.wikipedia.org/wiki/Chandni_Chowk_metro_station_(Delhi)
43,Chawri Bazar,17.09,Yellow,2005,Underground,28.6501,77.2274,https://en.wikipedia.org/wiki/Chawri_Bazar_metro_station
44,New Delhi,18.33,Yellow,2005,Underground,28.6425,77.2215,https://en.wikipedia.org/wiki/New_Delhi_metro_station
45,Rajiv Chowk,19.57,Yellow,2005,Underground,28.633,77.2195,https://en.wikipedia.org/wiki/Rajiv_Chowk_metro_station
46,Patel Chowk,20.54,Yellow,2005,Underground,28.6239,77.2153,https://en.wikipedia.org/wiki/Patel_Chowk_metro_station
47,Central Secretariat,21.68,Yellow,2005,Underground,28.615,77.2118,https://en.wikipedia.org/wiki/Central_Secretariat_metro_station
50,Jorbagh,24.33,Yellow,2005,Underground,28.5958,77.2037,https://en.wikipedia.org/wiki/Jor_Bagh_metro_station
69,Dwarka Sector 9,2.72,Blue,2006,Elevated,28.5706,77.0706,https://en.wikipedia.org/wiki/Dwarka_Sector_9_metro_station
70,Dwarka Sector 10,3.89,Blue,2006,Elevated,28.5795,77.071,https://en.wikipedia.org/wiki/Dwarka_Sector_10_metro_station
71,Dwarka Sector 11,4.77,Blue,2006,Elevated,28.5847,77.0697,https://en.wikipedia.org/wiki/Dwarka_Sector_11_metro_station
72,Dwarka Sector 12,5.62,Blue,2006,Elevated,28.5891,77.0738,https://en.wikipedia.org/wiki/Dwarka_Sector_12_metro_station
73,Dwarka Sector 13,6.31,Blue,2006,Elevated,28.5929,77.0756,https://en.wikipedia.org/wiki/Dwarka_Sector_13_metro_station
74,Dwarka Sector 14,7.21,Blue,2006,Elevated,28.5961,77.0815,https://en.wikipedia.org/wiki/Dwarka_Sector_14_metro_station
97,Mandi House,31.73,Blue,2006,Underground,28.6258,77.2347,https://en.wikipedia.org/wiki/Mandi_House_metro_station
98,Pragati Maidan,32.52,Blue,2006,Underground,28.6224,77.2448,https://en.wikipedia.org/wiki/Pragati_Maidan_metro_station
99,Indraprastha,33.81,Blue,2006,Underground,28.6187,77.2442,https://en.wikipedia.org/wiki/Indraprastha_metro_station
9,Dilshad Garden,11.46,Red,2008,Elevated,28.6756,77.3215,https://en.wikipedia.org/wiki/Dilshad_Garden_metro_station
10,Jhilmil,12.69,Red,2008,Elevated,28.6748,77.3105,https://en.wikipedia.org/wiki/Jhilmil_metro_station
11,Mansarovar Park,13.87,Red,2008,Elevated,28.6737,77.2954,https://en.wikipedia.org/wiki/Mansarovar_Park_metro_station  
100,Yamuna Bank,35.23,Blue,2009,Elevated,28.6145,77.2621,https://en.wikipedia.org/wiki/Yamuna_Bank_metro_station
101,Akshardham,36.62,Blue,2009,Elevated,28.6103,77.2769,https://en.wikipedia.org/wiki/Akshardham_metro_station
102,Mayur Vihar Phase-1,37.98,Blue,2009,Elevated,28.6016,77.2936,https://en.wikipedia.org/wiki/Mayur_Vihar-I_metro_station
103,Mayur Vihar Extension,39.16,Blue,2009,Elevated,28.5893,77.3037,https://en.wikipedia.org/wiki/Mayur_Vihar_Extension_metro_station
104,New Ashok Nagar,40.41,Blue,2009,Elevated,28.5843,77.3108,https://en.wikipedia.org/wiki/New_Ashok_Nagar_metro_station
105,Noida Sector 15,42.12,Blue,2009,Elevated,28.5818,77.3177,https://en.wikipedia.org/wiki/Noida_Sector_15_metro_station
106,Noida Sector 16,43.1,Blue,2009,Elevated,28.5741,77.3237,https://en.wikipedia.org/wiki/Noida_Sector_16_metro_station
107,Noida Sector 18,44.24,Blue,2009,Elevated,28.5706,77.3288,https://en.wikipedia.org/wiki/Noida_Sector_18_metro_station
108,Botanical Garden,45.65,Blue,2009,Elevated,28.5644,77.3364,https://en.wikipedia.org/wiki/Botanical_Garden_metro_station
109,Golf Course,47.11,Blue,2009,Elevated,28.5533,77.3397,https://en.wikipedia.org/wiki/Golf_Course_metro_station
110,Noida City Centre,48.36,Blue,2009,Elevated,28.5389,77.3407,https://en.wikipedia.org/wiki/Noida_City_Centre_metro_station
33,Jahangirpuri,4.75,Yellow,2009,Elevated,28.7259,77.162,https://en.wikipedia.org/wiki/Jahangirpuri_metro_station
34,Adarsh Nagar,6.06,Yellow,2009,Elevated,28.7169,77.1689,https://en.wikipedia.org/wiki/Adarsh_Nagar_metro_station
36,Model Town,8.74,Yellow,2009,Elevated,28.7002,77.1903,"https://en.wikipedia.org/wiki/Model_Town_metro_station,_Delhi"
37,GTB Nagar,10.01,Yellow,2009,Elevated,28.6925,77.2013,https://en.wikipedia.org/wiki/GTB_Nagar_metro_station
67,Dwarka Sector 21,0.0,Blue,2010,Elevated,28.5535,77.0588,https://en.wikipedia.org/wiki/Dwarka_Sector_21_metro_station
237,Inderlok,0.0,Green,2010,Elevated,28.6734,77.1703,https://en.wikipedia.org/wiki/Inderlok_metro_station
151,Ashok Park Main,2.3,Green,2010,Elevated,28.6716,77.155,https://en.wikipedia.org/wiki/Ashok_Park_Main_metro_station
152,Punjabi Bagh,3.38,Green,2010,Elevated,28.672929,77.146059,https://en.wikipedia.org/wiki/Punjabi_Bagh_metro_station
153,Shivaji Park,4.59,Green,2010,Elevated,28.6749,77.1303,https://en.wikipedia.org/wiki/Shivaji_Park_metro_station
154,Madipur,5.71,Green,2010,Elevated,28.6764,77.1196,https://en.wikipedia.org/wiki/Madipur_metro_station
155,Paschim Vihar East,6.7,Green,2010,Elevated,28.677327,77.112436,https://en.wikipedia.org/wiki/Paschim_Vihar_East_metro_station
156,Paschim Vihar West,7.82,Green,2010,Elevated,28.6786,77.1021,https://en.wikipedia.org/wiki/Paschim_Vihar_West_metro_station
157,Peera Garhi,8.96,Green,2010,Elevated,28.6797,77.0926,https://en.wikipedia.org/wiki/Peera_Garhi_metro_station
158,Udyog Nagar,9.65,Green,2010,Elevated,28.681,77.0808,https://en.wikipedia.org/wiki/Udyog_Nagar_metro_station
159,Surajmal Stadium,10.14,Green,2010,Elevated,28.6818,77.074,https://en.wikipedia.org/wiki/Surajmal_Stadium_metro_station
160,Nangloi,11.48,Green,2010,Elevated,28.6824,77.0647,https://en.wikipedia.org/wiki/Nangloi_metro_station
161,Nangloi Railway Station,12.38,Green,2010,Elevated,28.6821,77.0561,https://en.wikipedia.org/wiki/Nangloi_Railway_Station_metro_station
162,Rajdhani Park,13.64,Green,2010,Elevated,28.6822,77.0438,https://en.wikipedia.org/wiki/Rajdhani_Park_metro_station
163,Mundka,14.75,Green,2010,Elevated,28.6824,77.0306,https://en.wikipedia.org/wiki/Mundka_metro_station
117,Central Secretariat,0.1,Violet,2010,Underground,28.615,77.2118,https://en.wikipedia.org/wiki/Central_Secretariat_metro_station
118,Khan Market,1.2,Violet,2010,Underground,28.6083,77.2284,https://en.wikipedia.org/wiki/Khan_Market_metro_station
119,Jawaharlal Nehru Stadium,2.28,Violet,2010,Underground,28.5983,77.2342,https://en.wikipedia.org/wiki/Jawaharlal_Nehru_Stadium_metro_station
120,Jangpura,3.5,Violet,2010,Underground,28.5899,77.2404,https://en.wikipedia.org/wiki/Jangpura_metro_station
121,Lajpat Nagar,5.13,Violet,2010,Underground,28.5751,77.2433,https://en.wikipedia.org/wiki/Lajpat_Nagar_metro_station
122,Moolchand,6.2,Violet,2010,Underground,28.5687,77.2477,https://en.wikipedia.org/wiki/Moolchand_metro_station
123,Kailash Colony,7.21,Violet,2010,Underground,28.5575,77.248,https://en.wikipedia.org/wiki/Kailash_Colony_metro_station
124,Nehru Place,8.31,Violet,2010,Underground,28.5478,77.2481,https://en.wikipedia.org/wiki/Nehru_Place_metro_station
126,Govind Puri,10.44,Violet,2010,Underground,28.53,77.2478,https://en.wikipedia.org/wiki/Govind_Puri_metro_station
127,Harkesh Nagar Okhla,11.54,Violet,2010,Elevated,28.5242,77.2596,https://en.wikipedia.org/wiki/Harkesh_Nagar_Okhla_metro_station
128,Jasola Apollo,12.81,Violet,2010,Elevated,28.5213,77.2826,https://en.wikipedia.org/wiki/Jasola_Apollo_metro_station
129,Sarita Vihar,14.0,Violet,2010,Elevated,28.5295,77.2918,https://en.wikipedia.org/wiki/Sarita_Vihar_metro_station
31,Rohini Sector 18-19,1.61,Yellow,2010,Elevated,28.738,77.138,"https://en.wikipedia.org/wiki/Rohini_Sector_18,_19_metro_station"
48,Udyog Bhawan,22.79,Yellow,2010,Underground,28.611,77.2098,https://en.wikipedia.org/wiki/Udyog_Bhawan_metro_station
49,Race Course,23.52,Yellow,2010,Underground,28.6039,77.2047,https://en.wikipedia.org/wiki/Race_Course_metro_station
51,INA,25.72,Yellow,2010,Underground,28.5827,77.209,https://en.wikipedia.org/wiki/Dilli_Haat_–_INA_metro_station
52,AIIMS,26.55,Yellow,2010,Underground,28.571,77.208,https://en.wikipedia.org/wiki/AIIMS_metro_station
53,Green Park,27.51,Yellow,2010,Underground,28.5624,77.2075,https://en.wikipedia.org/wiki/Green_Park_metro_station
54,Hauz Khas,29.06,Yellow,2010,Underground,28.5433,77.2067,https://en.wikipedia.org/wiki/Hauz_Khas_metro_station
55,Malviya Nagar,30.41,Yellow,2010,Underground,28.5279,77.208,https://en.wikipedia.org/wiki/Malviya_Nagar_metro_station
56,Saket,31.52,Yellow,2010,Underground,28.5188,77.2078,https://en.wikipedia.org/wiki/Saket_metro_station
57,Qutab Minar,33.01,Yellow,2010,Underground,28.5062,77.2055,https://en.wikipedia.org/wiki/Qutab_Minar_metro_station
58,Chattarpur,34.37,Yellow,2010,Elevated,28.4973,77.1824,https://en.wikipedia.org/wiki/Chhatarpur_metro_station
59,Sultanpur,35.72,Yellow,2010,Elevated,28.493,77.1632,https://en.wikipedia.org/wiki/Sultanpur_metro_station
60,Ghitorni,37.47,Yellow,2010,Elevated,28.4832,77.1453,https://en.wikipedia.org/wiki/Ghitorni_metro_station
61,Arjan Garh,38.99,Yellow,2010,Elevated,28.4767,77.127,https://en.wikipedia.org/wiki/Arjan_Garh_metro_station
62,Guru Dronacharya,40.78,Yellow,2010,Elevated,28.4791,77.1004,https://en.wikipedia.org/wiki/Guru_Dronacharya_metro_station
63,Sikandarpur,42.24,Yellow,2010,Elevated,28.475,77.0917,https://en.wikipedia.org/wiki/Sikandarpur_metro_station
64,MG Road,43.34,Yellow,2010,Elevated,28.4687,77.0803,https://en.wikipedia.org/wiki/MG_Road_metro_station_(Gurgaon)
65,IFFCO Chowk,44.56,Yellow,2010,Elevated,28.4601,77.0722,https://en.wikipedia.org/wiki/IFFCO_Chowk_metro_station
66,Huda City Centre,45.95,Yellow,2010,Elevated,28.459,77.0524,https://en.wikipedia.org/wiki/Millennium_City_Centre_Gurugram_metro_station
149,Kirti Nagar,0.0,Green,2011,Elevated,28.6551,77.1515,https://en.wikipedia.org/wiki/Kirti_Nagar_metro_station
150,Satguru Ramsingh Marg,1.12,Green,2011,Elevated,28.662048,77.157644,https://en.wikipedia.org/wiki/Satguru_Ramsingh_Marg_metro_station
142,New Delhi,0.0,Orange,2011,Underground,28.6425,77.2215,https://en.wikipedia.org/wiki/New_Delhi_metro_station
143,Shivaji Stadium,1.37,Orange,2011,Underground,28.633,77.213,https://en.wikipedia.org/wiki/Shivaji_Stadium_metro_station
144,Dhaula Kuan,5.41,Orange,2011,Underground,28.5964,77.1617,https://en.wikipedia.org/wiki/Dhaula_Kuan_metro_station
145,Delhi Aerocity,8.7,Orange,2011,Elevated,28.5554,77.1032,https://en.wikipedia.org/wiki/Delhi_Aerocity_metro_station
146,Airport T3,10.21,Orange,2011,Underground,28.554,77.0881,https://en.wikipedia.org/wiki/Delhi_Aerocity_metro_station
147,Airport T1,12.14,Orange,2011,Underground,28.5693,77.07,https://en.wikipedia.org/wiki/IGI_Airport_metro_station
148,Dwarka Sector 21,14.87,Orange,2011,Elevated,28.5535,77.0588,https://en.wikipedia.org/wiki/Dwarka_Sector_21_metro_station
130,Mohan Estate,15.21,Violet,2011,Elevated,28.5296,77.3049,https://en.wikipedia.org/wiki/Mohan_Estate_metro_station
131,Tughlakabad,16.23,Violet,2011,Elevated,28.5251,77.3103,https://en.wikipedia.org/wiki/Tughlakabad_metro_station
132,Badarpur Border,17.62,Violet,2011,Elevated,28.5106,77.3064,https://en.wikipedia.org/wiki/Badarpur_Border_metro_station
238,Mandi House,3.23,Violet,2014,Underground,28.6254,77.2345,https://en.wikipedia.org/wiki/Mandi_House_metro_station
133,NHPC Chowk,19.1,Violet,2015,Elevated,28.4948,77.3028,https://en.wikipedia.org/wiki/NHPC_Chowk_metro_station
134,Mewala Maharajpur,20.65,Violet,2015,Elevated,28.4863,77.3093,https://en.wikipedia.org/wiki/Mewala_Maharajpur_metro_station
135,Sector 28,22.12,Violet,2015,Elevated,28.4733,77.313,https://en.wikipedia.org/wiki/Sector_28_metro_station
136,Badkhal Mor,23.41,Violet,2015,Elevated,28.4602,77.3037,https://en.wikipedia.org/wiki/Badkhal_Mor_metro_station
137,Old Faridabad,25.24,Violet,2015,Elevated,28.4395,77.3115,https://en.wikipedia.org/wiki/Old_Faridabad_metro_station
138,Neelam Chowk Ajronda,26.35,Violet,2015,Elevated,28.432,77.3163,https://en.wikipedia.org/wiki/Neelam_Chowk_Ajronda_metro_station
139,Bata Chowk,27.4,Violet,2015,Elevated,28.4181,77.3149,https://en.wikipedia.org/wiki/Bata_Chowk_metro_station
140,Escorts Mujesar,28.8,Violet,2015,Elevated,28.4096,77.3103,https://en.wikipedia.org/wiki/Escorts_Mujesar_metro_station
30,Samaypur Badli,0.0,Yellow,2015,Elevated,28.7446,77.1365,https://en.wikipedia.org/wiki/Samaypur_Badli_metro_station
32,Haiderpur Badli Mor,3.16,Yellow,2015,Elevated,28.7271,77.1538,https://en.wikipedia.org/wiki/Haiderpur_Badli_Mor_metro_station
186,Kalkaji Mandir,18.24,Magenta,2017,Underground,28.5478,77.2551,https://en.wikipedia.org/wiki/Kalkaji_Mandir_metro_station
187,Okhla NSIC,19.35,Magenta,2017,Underground,28.5363,77.2649,https://en.wikipedia.org/wiki/Okhla_NSIC_metro_station
188,Sukhdev Vihar,20.41,Magenta,2017,Underground,28.5271,77.2659,https://en.wikipedia.org/wiki/Sukhdev_Vihar_metro_station
189,Jamia Millia Islamia,21.52,Magenta,2017,Underground,28.531,77.2778,https://en.wikipedia.org/wiki/Jamia_Millia_Islamia_metro_station
190,Okhla Vihar,22.63,Magenta,2017,Elevated,28.531,77.294,https://en.wikipedia.org/wiki/Okhla_Vihar_metro_station
191,Jasola Vihar Shaheen Bagh,23.71,Magenta,2017,Elevated,28.529,77.3052,https://en.wikipedia.org/wiki/Jasola_Vihar_Shaheen_Bagh_metro_station
192,Kalindi Kunj,24.82,Magenta,2017,Elevated,28.5284,77.3132,https://en.wikipedia.org/wiki/Kalindi_Kunj_metro_station
193,Okhla Bird Sanctuary,25.91,Magenta,2017,Elevated,28.5194,77.3134,https://en.wikipedia.org/wiki/Okhla_Bird_Sanctuary_metro_station
194,Botanical Garden,27.04,Magenta,2017,Elevated,28.5644,77.3364,https://en.wikipedia.org/wiki/Botanical_Garden_metro_station
236,Kashmere Gate,0.0,Violet,2017,Underground,28.6675,77.228,https://en.wikipedia.org/wiki/Kashmere_Gate_metro_station
164,Ghevra,16.94,Green,2018,Elevated,28.6934,76.9214,https://en.wikipedia.org/wiki/Ghevra_metro_station
165,Tikri Kalan,18.42,Green,2018,Elevated,28.702,76.9095,https://en.wikipedia.org/wiki/Tikri_Kalan_metro_station
166,Tikri Border,19.93,Green,2018,Elevated,28.7126,76.8989,https://en.wikipedia.org/wiki/Tikri_Border_metro_station
167,Pandit Shree Ram Sharma,21.38,Green,2018,Elevated,28.7148,76.8815,https://en.wikipedia.org/wiki/Pandit_Shree_Ram_Sharma_metro_station
168,Bahadurgarh City,22.85,Green,2018,Elevated,28.7029,76.8647,https://en.wikipedia.org/wiki/Bahadurgarh_City_metro_station
169,Brigadier Hoshiyar Singh,24.3,Green,2018,Elevated,28.6964,76.8487,https://en.wikipedia.org/wiki/Brigadier_Hoshiyar_Singh_metro_station
170,Janakpuri West,0.0,Magenta,2018,Underground,28.6283,77.0483,https://en.wikipedia.org/wiki/Janakpuri_West_metro_station
171,Dabri Mor,1.62,Magenta,2018,Elevated,28.6168,77.0443,https://en.wikipedia.org/wiki/Dabri_Mor_metro_station
172,Dashrathpuri,2.71,Magenta,2018,Elevated,28.6088,77.0436,https://en.wikipedia.org/wiki/Dashrathpuri_metro_station
173,Palam,4.23,Magenta,2018,Elevated,28.594,77.0458,https://en.wikipedia.org/wiki/Palam_metro_station
174,Sadar Bazar Cantonment,5.57,Magenta,2018,Elevated,28.585,77.0517,https://en.wikipedia.org/wiki/Sadar_Bazar_Cantonment_metro_station
175,Terminal 1 IGI Airport,7.12,Magenta,2018,Elevated,28.5719,77.0624,https://en.wikipedia.org/wiki/Terminal_1_IGI_Airport_metro_station
176,Shankar Vihar,8.68,Magenta,2018,Elevated,28.5593,77.0713,https://en.wikipedia.org/wiki/Shankar_Vihar_metro_station
177,Vasant Vihar,9.83,Magenta,2018,Underground,28.5565,77.1576,https://en.wikipedia.org/wiki/Vasant_Vihar_metro_station
178,Munirka,10.51,Magenta,2018,Underground,28.5563,77.1726,https://en.wikipedia.org/wiki/Munirka_metro_station
179,RK Puram,11.48,Magenta,2018,Underground,28.5536,77.1823,https://en.wikipedia.org/wiki/R._K._Puram_metro_station
180,IIT Delhi,12.36,Magenta,2018,Underground,28.5471,77.1901,https://en.wikipedia.org/wiki/IIT_Delhi_metro_station
181,Hauz Khas,13.41,Magenta,2018,Underground,28.5433,77.2067,https://en.wikipedia.org/wiki/Hauz_Khas_metro_station
182,Panchsheel Park,14.39,Magenta,2018,Underground,28.5376,77.2119,https://en.wikipedia.org/wiki/Panchsheel_Park_metro_station
183,Chirag Delhi,15.31,Magenta,2018,Underground,28.5302,77.2117,https://en.wikipedia.org/wiki/Chirag_Delhi_metro_station
184,Greater Kailash,16.43,Magenta,2018,Underground,28.5397,77.2374,https://en.wikipedia.org/wiki/Greater_Kailash_metro_station
185,Nehru Enclave,17.12,Magenta,2018,Underground,28.5484,77.2372,https://en.wikipedia.org/wiki/Nehru_Enclave_metro_station
195,Majlis Park,0.0,Pink,2018,Elevated,28.7083,77.1907,https://en.wikipedia.org/wiki/Majlis_Park_metro_station
196,Azadpur,1.48,Pink,2018,Elevated,28.7074,77.1771,https://en.wikipedia.org/wiki/Azadpur_metro_station
197,Shalimar Bagh,3.11,Pink,2018,Elevated,28.717,77.1604,https://en.wikipedia.org/wiki/Shalimar_Bagh_metro_station
198,Netaji Subhash Place,4.62,Pink,2018,Elevated,28.6684,77.1488,https://en.wikipedia.org/wiki/Netaji_Subhash_Place_metro_station
199,Shakurpur,5.73,Pink,2018,Elevated,28.6799,77.1432,https://en.wikipedia.org/wiki/Shakurpur_metro_station
200,Punjabi Bagh West,7.12,Pink,2018,Elevated,28.6728,77.1392,https://en.wikipedia.org/wiki/Punjabi_Bagh_West_metro_station
201,ESI Hospital,8.51,Pink,2018,Elevated,28.6382,77.1054,https://en.wikipedia.org/wiki/ESI_Hospital_metro_station
202,Rajouri Garden,9.62,Pink,2018,Elevated,28.6424,77.0795,https://en.wikipedia.org/wiki/Rajouri_Garden_metro_station
203,Maya Puri,10.73,Pink,2018,Elevated,28.6351,77.0961,https://en.wikipedia.org/wiki/Mayapuri_metro_station
204,Naraina Vihar,11.84,Pink,2018,Elevated,28.6371,77.1087,https://en.wikipedia.org/wiki/Naraina_Vihar_metro_station
205,Delhi Cantt,13.21,Pink,2018,Elevated,28.6133,77.1278,https://en.wikipedia.org/wiki/Delhi_Cantonment_metro_station
206,Durgabai Deshmukh South Campus,14.32,Pink,2018,Underground,28.5993,77.1721,https://en.wikipedia.org/wiki/Durgabai_Deshmukh_South_Campus_metro_station
207,Sir Vishweshwaraiah Moti Bagh,15.43,Pink,2018,Underground,28.5848,77.1714,https://en.wikipedia.org/wiki/Sir_Vishweshwaraiah_Moti_Bagh_metro_station
208,Bhikaji Cama Place,16.54,Pink,2018,Underground,28.5722,77.1861,https://en.wikipedia.org/wiki/Bhikaji_Cama_Place_metro_station
209,Sarojini Nagar,17.65,Pink,2018,Underground,28.5793,77.2017,https://en.wikipedia.org/wiki/Sarojini_Nagar_metro_station
210,INA,18.73,Pink,2018,Underground,28.5827,77.209,https://en.wikipedia.org/wiki/INA_metro_station
211,South Extension,19.84,Pink,2018,Underground,28.5756,77.222,https://en.wikipedia.org/wiki/South_Extension_metro_station
212,Lajpat Nagar,20.95,Pink,2018,Underground,28.5751,77.2433,https://en.wikipedia.org/wiki/Lajpat_Nagar_metro_station
213,Vinobapuri,22.06,Pink,2018,Underground,28.5666,77.2559,https://en.wikipedia.org/wiki/Vinobapuri_metro_station
214,Ashram,23.17,Pink,2018,Underground,28.5685,77.2637,https://en.wikipedia.org/wiki/Ashram_metro_station
215,Hazrat Nizamuddin,24.28,Pink,2018,Underground,28.5834,77.2554,https://en.wikipedia.org/wiki/Hazrat_Nizamuddin_metro_station
216,Mayur Vihar Phase-1,26.15,Pink,2018,Elevated,28.6016,77.2936,https://en.wikipedia.org/wiki/Mayur_Vihar-I_metro_station
217,Mayur Vihar Pocket 1,27.26,Pink,2018,Elevated,28.5941,77.3029,https://yometro.com/mayur-vihar-pocket-i-metro-station-110275
218,Trilokpuri Sanjay Lake,28.37,Pink,2018,Elevated,28.5919,77.3102,https://en.wikipedia.org/wiki/Trilokpuri_Sanjay_Lake_metro_station
219,Vinod Nagar East,29.48,Pink,2018,Elevated,28.6016,77.3127,https://en.wikipedia.org/wiki/Vinod_Nagar_East_metro_station
